designation,abs_mag,slope_param,epoch,mean_anomaly,arg_perihelion,long_asc_node,inclination,eccentricity,mean_motion,semi_major_axis,uncertainty,reference,num_observations,num_oppositions,first_obs,separator,last_obs,rms_residual,coarse_perturbers,precise_perturbers,computer,hex_flags,designation_full,last_obs_date,orbit_type,is_neo
00796,9.31,0.15,K25BL,4.46921,329.62572,33.13385,19.04567,0.3193017,0.23033902,2.6356701,0,E2025-V46,13474.0,45,1914,-,2025,0.37,M-v,3Ek,MPCORBFIT,0000,(796) Sarita,2025-11-06,Type 0,False
00797,10.41,0.15,K25BL,336.88487,357.49428,238.24795,4.51877,0.0605853,0.24422018,2.5348271,0,E2025-V46,5683.0,57,1915,-,2025,0.62,M-v,3Ek,MPCLINUX,0000,(797) Montana,2025-07-06,Type 0,False
00798,9.72,0.15,K25BL,236.15394,52.69291,214.05781,9.21794,0.0355783,0.18814241,3.0163258,0,E2025-V50,8004.0,52,1880,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(798) Ruth,2025-11-07,Type 0,False
00799,10.25,0.15,K25BL,244.0181,233.24729,164.82012,5.2818,0.0212577,0.24318945,2.5419845,0,MPO950959,6039.0,50,1907,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(799) Gudula,2025-10-06,Type 0,False
00800,11.33,0.15,K25BL,268.05049,347.67798,325.05194,4.26445,0.2024669,0.30367242,2.1921275,0,E2025-UJ7,5740.0,43,1912,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(800) Kressmannia,2025-06-25,Type 0,False
00801,11.57,0.15,K25BL,122.26463,337.44938,185.89298,14.14027,0.0767943,0.23440805,2.6050798,0,E2025-V34,6392.0,40,1915,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(801) Helwerthia,2025-11-03,Type 0,False
00802,12.9,0.15,K25BL,50.39219,115.86811,7.69926,5.20168,0.0790566,0.30290463,2.1958303,0,MPO914125,10479.0,32,1915,-,2025,0.45,M-v,3Ek,MPCLINUX,0000,(802) Epyaxa,2025-04-16,Type 0,False
00803,9.5,0.15,K25BL,325.89166,56.34192,250.79727,8.65861,0.0628273,0.17220158,3.199715,0,MPO950959,8013.0,51,1915,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(803) Picka,2025-10-06,Type 0,False
00804,8.0,0.15,K25BL,259.37308,343.84447,347.54214,15.38668,0.1415761,0.20625484,2.8370476,0,MPO937425,6860.0,52,1907,-,2025,0.55,M-v,3Ek,MPCLINUX,0000,(804) Hispania,2025-07-22,Type 0,False
00805,9.84,0.15,K25BL,0.42075,131.62089,166.33049,15.72463,0.185454,0.17245067,3.1966331,0,E2025-V34,6038.0,49,1915,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(805) Hormuthia,2025-11-03,Type 0,False
00806,10.33,0.15,K25BL,107.42027,121.74762,43.60491,14.21438,0.081951,0.17162595,3.2068655,0,MPO950959,7817.0,42,1915,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(806) Gyldenia,2025-10-01,Type 0,False
00807,10.62,0.15,K25BL,106.33915,338.06353,131.95805,11.29332,0.0594697,0.18784177,3.0195433,0,E2025-UJ7,6454.0,42,1909,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(807) Ceraskia,2025-08-27,Type 0,False
00808,9.98,0.15,K25BL,28.14227,274.0822,180.91468,4.72213,0.1302861,0.21669893,2.7451423,0,E2025-V50,8524.0,56,1901,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(808) Merxia,2025-11-07,Type 0,False
00809,12.11,0.15,K25BL,328.1117,196.26918,154.48874,7.14413,0.1920246,0.28567527,2.2832543,0,E2025-V38,5955.0,40,1915,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(809) Lundia,2025-11-05,Type 0,False
00810,12.52,0.15,K25BL,91.12895,195.93563,152.66337,2.61296,0.1801678,0.30630446,2.1795517,0,E2025-V50,5223.0,44,1915,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(810) Atossa,2025-11-08,Type 0,False
00811,10.81,0.15,K25BL,152.17962,181.44652,130.70408,3.14106,0.070945,0.19940085,2.9016924,0,E2025-V46,8025.0,53,1915,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(811) Nauheima,2025-11-06,Type 0,False
00812,11.75,0.15,K25BL,140.93898,353.28983,7.13739,13.29708,0.1664876,0.22733768,2.6588169,0,E2025-V65,5880.0,39,1915,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(812) Adele,2025-11-09,Type 0,False
00813,11.61,0.15,K25BL,99.8151,316.82144,51.86788,6.29328,0.0256956,0.29719497,2.223865,0,E2025-V65,6028.0,41,1907,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(813) Baumeia,2025-11-09,Type 0,False
00814,8.74,0.15,K25BL,238.37297,296.45265,88.71078,21.79167,0.3044364,0.17532701,3.1615751,0,MPO950959,5099.0,42,1916,-,2025,0.62,M-v,3Ek,MPCLINUX,0000,(814) Tauris,2025-09-16,Type 0,False
00815,10.81,0.15,K25BL,128.69859,58.45908,56.96446,13.87801,0.0730448,0.22727286,2.6593225,0,MPO950959,5604.0,40,1916,-,2025,0.6,M-v,3Ek,MPCLINUX,0000,(815) Coppelia,2025-09-09,Type 0,False
00816,10.45,0.15,K25BL,27.90299,20.95359,127.5584,14.32444,0.1035318,0.18919112,3.0051689,0,MPO950959,6056.0,41,1926,-,2025,0.58,M-v,3Ek,MPCLINUX,0000,(816) Juliana,2025-06-07,Type 0,False
00817,10.66,0.15,K25BL,174.57466,284.84056,125.41257,11.33533,0.1804655,0.23651925,2.5895545,0,MPO950959,5024.0,43,1916,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(817) Annika,2025-08-27,Type 0,False
00818,9.24,0.15,K25BL,273.21308,291.78391,70.66451,15.62976,0.0894512,0.17434183,3.1734743,0,MPO950959,4973.0,50,1916,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(818) Kapteynia,2025-10-05,Type 0,False
00819,12.0,0.15,K25BL,131.98302,306.14324,333.09526,4.89475,0.1418215,0.30255946,2.1975,0,E2025-V65,5263.0,46,1904,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(819) Barnardiana,2025-11-09,Type 0,False
00820,10.37,0.15,K25BL,163.19933,199.25596,118.26279,5.94999,0.0535019,0.17761272,3.1343922,0,E2025-V65,5805.0,53,1916,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(820) Adriana,2025-11-09,Type 0,False
00821,11.87,0.15,K25BL,217.12256,33.06401,209.64244,5.38784,0.2087734,0.21289754,2.7777231,0,E2025-V46,6851.0,44,1916,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(821) Fanny,2025-11-06,Type 0,False
00822,12.07,0.15,K25BL,204.36282,247.05602,210.0311,0.71876,0.1548071,0.29087396,2.2559674,0,MPO950959,5058.0,48,1916,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(822) Lalage,2025-10-04,Type 0,False
00823,11.2,0.15,K25BL,108.72994,218.66384,254.96337,3.6472,0.0901318,0.29771995,2.2212499,0,E2025-UR3,9394.0,47,1916,-,2025,0.49,M-v,3Ek,MPCLINUX,0000,(823) Sisigambis,2025-08-12,Type 0,False
00824,10.23,0.15,K25BL,83.99742,141.17028,141.33715,8.13096,0.1362631,0.21118385,2.7927298,0,E2025-V50,6075.0,50,1913,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(824) Anastasia,2025-11-08,Type 0,False
00825,11.63,0.15,K25BL,346.11567,111.84684,101.37346,3.40094,0.0741506,0.29681126,2.2257812,0,MPO925802,7992.0,56,1916,-,2025,0.54,M-v,3Ek,MPCLINUX,0000,(825) Tanina,2025-05-24,Type 0,False
00826,11.75,0.15,K25BL,133.37243,36.56161,230.18671,7.10258,0.2044406,0.2205841,2.7128133,0,E2025-V65,6752.0,42,1921,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(826) Henrika,2025-11-09,Type 0,False
00827,13.14,0.15,K25BL,287.09856,195.44788,172.84794,3.42183,0.1563609,0.28728412,2.2747219,0,MPO950959,4745.0,37,1916,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(827) Wolfiana,2025-09-22,Type 0,False
00828,10.34,0.15,K25BL,116.9041,297.38937,1.77306,1.12463,0.0264586,0.1729917,3.1899647,0,E2025-V65,5829.0,52,1905,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(828) Lindemannia,2025-11-09,Type 0,False
00829,11.19,0.15,K25BL,80.67564,42.54196,352.25286,8.27886,0.0999519,0.23777055,2.5804612,0,E2025-V65,9151.0,45,1914,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(829) Academia,2025-11-09,Type 0,False
00830,9.26,0.15,K25BL,278.97964,91.91733,340.23428,3.80211,0.0662941,0.17137482,3.2099976,0,E2025-V65,9055.0,56,1916,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(830) Petropolitana,2025-11-08,Type 0,False
00831,12.99,0.15,K25BL,29.36466,225.21233,178.01759,4.83865,0.1457998,0.29947501,2.212563,0,E2025-V65,4580.0,33,1926,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(831) Stateira,2025-11-07,Type 0,False
00832,11.22,0.15,K25BL,173.6247,120.45093,253.69577,1.00958,0.0829373,0.20351054,2.8624953,0,MPO925802,5746.0,43,1921,-,2025,0.64,M-v,3Ek,MPCLINUX,0000,(832) Karin,2025-06-25,Type 0,False
00833,11.34,0.15,K25BL,301.68037,37.40629,352.79887,9.7838,0.1164772,0.1885267,3.0122254,0,E2025-V38,8970.0,39,1924,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(833) Monica,2025-11-05,Type 0,False
00834,9.42,0.15,K25BL,190.99619,95.03313,181.52665,3.96292,0.1970031,0.17182283,3.2044153,0,E2025-V50,6135.0,60,1905,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(834) Burnhamia,2025-11-08,Type 0,False
00835,11.55,0.15,K25BL,341.7761,68.12893,308.43447,3.69896,0.0875299,0.17061829,3.2194794,0,E2025-V50,5904.0,40,1916,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(835) Olivia,2025-11-08,Type 0,False
00836,13.34,0.15,K25BL,228.70605,179.75785,199.7356,4.84519,0.1763067,0.30411484,2.190001,0,MPO937426,7882.0,32,1903,-,2025,0.5,M-v,3Ek,MPCLINUX,0000,(836) Jole,2025-07-18,Type 0,False
00837,12.49,0.15,K25BL,102.86874,173.76239,199.91701,6.73593,0.0410524,0.2827665,2.2988859,0,E2025-V34,7877.0,40,1923,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(837) Schwarzschilda,2025-11-02,Type 0,False
00838,10.27,0.15,K25BL,53.72091,117.88729,240.01527,10.42208,0.1308354,0.19966755,2.899108,0,E2025-V38,8466.0,49,1916,-,2025,0.54,M-v,3Ek,MPCLINUX,0000,(838) Seraphina,2025-11-04,Type 0,False
00839,10.72,0.15,K25BL,335.95984,339.22615,338.15243,12.59965,0.1524465,0.23307389,2.6150117,0,MPO950959,7570.0,37,1920,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(839) Valborg,2025-10-06,Type 0,False
00840,10.06,0.15,K25BL,320.46326,8.26849,272.54766,9.97764,0.1032093,0.17806757,3.1290524,0,MPO937426,5974.0,40,1916,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(840) Zenobia,2025-08-07,Type 0,False
00841,12.81,0.15,K25BL,340.34441,120.82521,354.63694,3.79064,0.0699654,0.29096062,2.2555195,0,E2025-V46,6576.0,40,1930,-,2025,0.57,M-v,3Ek,MPCORBFIT,0000,(841) Arabella,2025-11-06,Type 0,False
00842,10.63,0.15,K25BL,327.81975,353.22599,5.36572,14.49079,0.1155513,0.16899881,3.2400145,0,E2025-V65,5883.0,41,1916,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(842) Kerstin,2025-11-09,Type 0,False
00843,13.83,0.15,K25BL,285.44053,317.02448,4.00195,7.99511,0.2103748,0.28654385,2.2786379,0,E2025-UJ7,4658.0,29,1916,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(843) Nicolaia,2025-07-21,Type 0,False
00844,9.8,0.15,K25BL,74.43114,354.86684,348.64307,8.77673,0.0692499,0.17198691,3.2023769,0,E2025-V38,10128.0,48,1902,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(844) Leontina,2025-11-04,Type 0,False
00845,10.12,0.15,K25BL,299.41152,292.28303,42.99187,12.61252,0.0685157,0.19555742,2.9395883,0,MPO950960,4844.0,49,1916,-,2025,0.71,M-v,3Ek,MPCLINUX,0000,(845) Naema,2025-09-22,Type 0,False
00846,10.36,0.15,K25BL,271.58599,130.60889,260.48886,0.26486,0.1748418,0.17761877,3.134321,0,MPO950960,6074.0,55,1916,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(846) Lipperta,2025-10-06,Type 0,False
00847,10.09,0.15,K25BL,211.93761,128.7401,270.68912,2.48132,0.0941582,0.21228592,2.7830559,0,MPO950960,5351.0,58,1906,-,2025,0.64,M-v,3Ek,MPCLINUX,0000,(847) Agnia,2025-09-07,Type 0,False
00848,11.31,0.15,K25BL,55.19057,125.92841,207.74202,1.05467,0.1618022,0.1797083,3.1099778,0,E2025-V65,5693.0,49,1905,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(848) Inna,2025-11-08,Type 0,False
00849,8.14,0.15,K25BL,317.49426,62.59138,228.27494,19.53523,0.2008641,0.17661847,3.1461443,0,E2025-UR3,5191.0,59,1919,-,2025,0.72,M-v,3Ek,MPCLINUX,0000,(849) Ara,2025-08-07,Type 0,False
00850,9.69,0.15,K25BL,338.85283,134.4583,120.93342,15.52954,0.1301515,0.18997385,2.9969086,0,MPO937426,6615.0,46,1917,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(850) Altona,2025-08-09,Type 0,False
00851,11.57,0.15,K25BL,29.03148,7.16484,141.12797,2.39441,0.0900081,0.29636238,2.2280281,0,MPO950960,11499.0,49,1926,-,2025,0.45,M-v,3Ek,MPCLINUX,0000,(851) Zeissia,2025-04-25,Type 0,False
00852,10.02,0.15,K25BL,350.70276,282.15963,27.26681,23.01773,0.274569,0.27145784,2.3622968,0,MPO950960,5078.0,38,1923,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(852) Wladilena,2025-10-06,Type 0,False
00853,11.62,0.15,K25BL,29.06755,60.58512,182.78418,9.2107,0.1064823,0.28027899,2.3124678,0,MPO950960,8521.0,42,1920,-,2025,0.52,M-v,3Ek,MPCLINUX,0000,(853) Nansenia,2025-09-22,Type 0,False
00854,12.04,0.15,K25BL,327.57323,84.56707,190.51491,6.08527,0.1755812,0.27050903,2.3678174,0,E2025-UJ7,6363.0,41,1942,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(854) Frostia,2025-07-16,Type 0,False
00855,11.73,0.15,K25BL,34.3624,234.2525,17.07036,10.87841,0.1807628,0.27163479,2.3612707,0,MPO950960,5993.0,39,1916,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(855) Newcombia,2025-10-06,Type 0,False
00856,10.91,0.15,K25BL,297.00216,72.43996,125.48402,14.33404,0.1178299,0.25916351,2.4364274,0,E2025-V65,12716.0,43,1908,-,2025,0.41,M-v,3Ek,MPCORBFIT,0007,(856) Backlunda,2025-11-09,Phocaea,False
00857,11.56,0.15,K25BL,186.12738,239.34309,82.88172,5.29862,0.0887965,0.30404202,2.1903506,0,E2025-V34,10750.0,52,1906,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(857) Glasenappia,2025-11-03,Type 0,False
00858,10.41,0.15,K25BL,94.78286,177.69756,67.10288,8.86676,0.1035258,0.20919617,2.8103919,0,E2025-V57,8221.0,49,1908,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(858) El Djezair,2025-11-08,Type 0,False
00859,9.74,0.15,K25BL,295.38041,22.45143,35.64295,13.5016,0.1102918,0.17019355,3.2248337,0,E2025-V57,5774.0,45,1916,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(859) Bouzareah,2025-11-08,Type 0,False
00860,10.04,0.15,K25BL,245.02788,21.01979,309.20753,13.29573,0.1086576,0.21091573,2.795096,0,MPO925802,7961.0,45,1903,-,2025,0.49,M-v,3Ek,MPCLINUX,0000,(860) Ursina,2025-07-12,Type 0,False
00861,9.78,0.15,K25BL,8.63598,192.12319,114.92675,8.0561,0.0991833,0.17696904,3.141988,0,E2025-V65,8654.0,57,1906,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(861) Aida,2025-11-09,Type 0,False
00862,9.92,0.15,K25BL,115.64122,119.31354,299.89414,13.89687,0.082897,0.21012881,2.80207,0,MPO925802,8795.0,46,1903,-,2025,0.46,M-v,3Ek,MPCLINUX,0000,(862) Franzia,2025-06-17,Type 0,False
00863,9.08,0.15,K25BL,271.24508,102.26514,116.74892,25.46936,0.0247905,0.17187269,3.2037956,0,E2025-V46,5275.0,45,1917,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(863) Benkoela,2025-11-06,Type 0,False
00864,12.8,0.15,K25BL,269.0018,193.89135,163.06775,5.44931,0.1904959,0.30034322,2.208297,0,MPO950960,5128.0,30,1921,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(864) Aase,2025-08-26,Type 0,False
00865,11.66,0.15,K25BL,356.62705,302.08473,176.85621,13.35495,0.1958119,0.26237384,2.4165124,0,E2025-V65,4588.0,43,1908,-,2025,0.69,M-v,3Ek,MPCORBFIT,0007,(865) Zubaida,2025-11-09,Phocaea,False
00866,9.68,0.15,K25BL,29.45363,265.03399,91.03066,8.661,0.0518161,0.17854992,3.1234144,0,E2025-V50,11129.0,55,1917,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(866) Fatme,2025-11-08,Type 0,False
00867,11.51,0.15,K25BL,117.32006,72.81933,46.31021,5.98342,0.1206109,0.1831188,3.0712424,0,MPO950960,5067.0,35,1917,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(867) Kovacia,2025-09-13,Type 0,False
00868,10.45,0.15,K25BL,307.13929,287.1177,115.73983,5.83697,0.1461124,0.2216074,2.7044557,0,E2025-V57,8495.0,57,1919,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(868) Lova,2025-11-08,Type 0,False
00869,12.07,0.15,K25BL,177.00396,107.30161,154.79677,7.83693,0.2177585,0.22307266,2.6925998,0,E2025-V34,9184.0,45,1930,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(869) Mellena,2025-11-02,Type 0,False
00870,11.77,0.15,K25BL,180.50934,197.16097,120.74249,6.19888,0.265753,0.27856435,2.3219473,0,E2025-V65,10506.0,41,1917,-,2025,0.46,M-v,3Ek,MPCORBFIT,0000,(870) Manto,2025-11-09,Type 0,False
00871,12.69,0.15,K25BL,272.09022,66.28872,157.91679,4.25384,0.1192384,0.29742239,2.2227312,0,E2025-V65,8199.0,41,1907,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(871) Amneris,2025-11-09,Type 0,False
00872,10.12,0.15,K25BL,26.7783,20.99833,194.64667,7.38406,0.0807537,0.21838368,2.7310056,0,E2025-UJ7,5931.0,57,1900,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(872) Holda,2025-08-27,Type 0,False
00873,11.51,0.15,K25BL,151.60284,109.6209,149.98043,5.27679,0.1480052,0.23143667,2.6273299,0,E2025-V65,8195.0,49,1917,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(873) Mechthild,2025-11-09,Type 0,False
00874,10.25,0.15,K25BL,165.03775,8.19142,190.59152,11.1416,0.0800196,0.17608924,3.1524449,0,E2025-V65,8497.0,44,1917,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(874) Rotraut,2025-11-10,Type 0,False
00875,11.17,0.15,K25BL,144.36036,117.82199,195.94019,14.56007,0.1506757,0.2412835,2.5553534,0,E2025-V65,5146.0,39,1917,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(875) Nymphe,2025-11-08,Type 0,False
00876,10.94,0.15,K25BL,194.88301,209.89573,150.83833,11.35478,0.1153827,0.18900955,3.0070931,0,E2025-UJ7,6444.0,45,1917,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(876) Scott,2025-07-06,Type 0,False
00877,10.98,0.15,K25BL,4.99896,276.03202,116.34837,4.25509,0.1589799,0.25131975,2.4868617,0,E2025-V50,9023.0,51,1921,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(877) Walkure,2025-11-08,Type 0,False
00878,14.88,0.15,K25BL,42.66519,190.24562,172.79817,2.06662,0.2259789,0.27167982,2.3610099,0,E2025-V38,4738.0,29,1916,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(878) Mildred,2025-11-04,Type 0,False
00879,11.09,0.15,K25BL,279.44209,96.63664,269.78555,13.68163,0.1546506,0.24466034,2.531786,0,MPO950960,7067.0,38,1917,-,2025,0.52,M-v,3Ek,MPCLINUX,0000,(879) Ricarda,2025-09-22,Type 0,False
00880,11.31,0.15,K25BL,266.86915,100.86773,262.55749,15.13682,0.3221569,0.18960275,3.0008178,0,MPO950960,5452.0,32,1917,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(880) Herba,2025-09-01,Type 0,False
00881,11.91,0.15,K25BL,227.91903,41.40165,276.94641,14.21009,0.2078195,0.23366049,2.6106332,0,MPO950960,7123.0,34,1934,-,2025,0.53,M-v,3Ek,MPCLINUX,0000,(881) Athene,2025-05-23,Type 0,False
00882,10.72,0.15,K25BL,149.36092,126.12365,256.24134,6.13249,0.2676884,0.17872914,3.1213261,0,MPO925803,4813.0,41,1917,-,2025,0.64,M-v,3Ek,MPCLINUX,0000,(882) Swetlana,2025-07-06,Type 0,False
00883,12.79,0.15,K25BL,132.00456,42.64885,285.44169,4.71441,0.1985051,0.29410932,2.2393923,0,E2025-V65,10274.0,38,1917,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(883) Matterania,2025-11-09,Type 0,False
00884,8.64,0.15,K25BL,129.60488,337.53952,301.43587,8.89608,0.1235415,0.08287698,5.2101087,0,E2025-V65,5491.0,59,1917,-,2025,0.61,M-v,3Ek,MPCORBFIT,0009,(884) Priamus,2025-11-09,Jupiter Trojan,False
00885,10.71,0.15,K25BL,319.71423,204.09226,148.86439,3.30683,0.1827738,0.18069816,3.0986098,0,E2025-V65,6709.0,53,1906,-,2025,0.61,M-v,3Ek,MPCORBFIT,0000,(885) Ulrike,2025-11-09,Type 0,False
00886,9.41,0.15,K25BL,90.91979,302.44442,58.77645,16.84904,0.2729244,0.17469928,3.169144,0,E2025-V65,8461.0,47,1910,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(886) Washingtonia,2025-11-09,Type 0,False
00887,13.81,0.15,K25BL,81.54059,350.5345,110.40588,9.40006,0.57117,0.25333914,2.4736288,0,MPO950960,5892.0,39,1918,-,2025,0.54,M-v,3Ek,MPCLINUX,1804,(887) Alinda,2025-08-27,Amor,True
00888,9.36,0.15,K25BL,96.94417,297.77344,123.89593,13.85712,0.1954264,0.22125128,2.707357,0,MPO950960,4734.0,45,1906,-,2025,0.71,M-v,3Ek,MPCLINUX,0000,(888) Parysatis,2025-06-03,Type 0,False
00889,11.04,0.15,K25BL,137.94819,278.38952,132.49155,8.10849,0.2038312,0.2576754,2.4457989,0,MPO925803,5233.0,40,1918,-,2025,0.63,M-v,3Ek,MPCLINUX,0000,(889) Erynia,2025-07-06,Type 0,False
00890,10.49,0.15,K25BL,96.15416,86.61923,160.50895,10.87731,0.0594075,0.18762219,3.0218988,0,E2025-V65,5850.0,44,1920,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(890) Waltraut,2025-11-08,Type 0,False
00891,9.97,0.15,K25BL,276.18076,296.07633,105.78914,13.54635,0.0259188,0.20368566,2.8608544,0,E2025-V65,4904.0,45,1918,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(891) Gunhild,2025-11-09,Type 0,False
00892,9.83,0.15,K25BL,302.93348,286.15518,175.86756,21.33658,0.1058405,0.17026847,3.2238876,0,E2025-V65,9569.0,48,1918,-,2025,0.5,M-v,3Ek,MPCORBFIT,0000,(892) Seeligeria,2025-11-08,Type 0,False
00893,9.62,0.15,K25BL,301.12299,222.81213,144.88995,17.03328,0.1454845,0.1846966,3.0537264,0,E2025-V34,5820.0,50,1918,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(893) Leopoldina,2025-11-03,Type 0,False
00894,9.75,0.15,K25BL,145.87976,118.60183,190.37924,12.71655,0.1099122,0.17842033,3.1249266,0,E2025-V65,7518.0,52,1907,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(894) Erda,2025-11-08,Type 0,False
00895,8.31,0.15,K25BL,107.03816,177.03017,264.54047,26.08759,0.1425295,0.17189889,3.20347,0,MPO937426,5256.0,50,1906,-,2025,0.7,M-v,3Ek,MPCLINUX,0000,(895) Helio,2025-08-02,Type 0,False
00896,11.74,0.15,K25BL,62.26053,2.06853,254.07369,8.1984,0.1647375,0.28538029,2.2848274,0,E2025-V65,7636.0,41,1918,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(896) Sphinx,2025-11-08,Type 0,False
00897,10.49,0.15,K25BL,194.22641,24.97915,257.93073,14.32028,0.0931,0.2429243,2.5438339,0,E2025-V65,10029.0,47,1918,-,2025,0.44,M-v,3Ek,MPCORBFIT,0000,(897) Lysistrata,2025-11-08,Type 0,False
00898,11.64,0.15,K25BL,295.1558,49.75042,241.48467,10.10047,0.373277,0.21899284,2.7259388,0,MPO925803,6238.0,38,1918,-,2025,0.58,M-v,3Ek,MPCLINUX,0000,(898) Hildegard,2025-06-24,Type 0,False
00899,10.26,0.15,K25BL,187.09619,127.10219,252.35565,12.47798,0.2013807,0.19903963,2.9052021,0,MPO937426,8129.0,44,1918,-,2025,0.5,M-v,3Ek,MPCLINUX,0000,(899) Jokaste,2025-07-23,Type 0,False
00900,11.71,0.15,K25BL,219.37804,122.51275,182.08979,11.55631,0.1641854,0.25345933,2.4728467,0,E2025-V34,8793.0,39,1918,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(900) Rosalinde,2025-11-03,Type 0,False
00901,11.63,0.15,K25BL,120.59599,68.51546,265.02511,3.44508,0.220699,0.29689066,2.2253843,0,E2025-V65,6583.0,46,1905,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(901) Brunsia,2025-11-09,Type 0,False
00902,12.02,0.15,K25BL,345.88545,28.40068,353.02243,6.34614,0.1789615,0.25754611,2.4466174,0,E2025-V65,4924.0,35,1918,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(902) Probitas,2025-11-10,Type 0,False
00903,10.13,0.15,K25BL,87.2471,232.60662,159.09622,11.7899,0.0495324,0.16886238,3.2417595,0,E2025-V50,6386.0,44,1918,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(903) Nealley,2025-11-08,Type 0,False
00904,10.46,0.15,K25BL,195.70087,254.46851,197.77792,15.18026,0.0850659,0.19015076,2.9950495,0,MPO950960,7665.0,45,1918,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(904) Rockefellia,2025-10-03,Type 0,False
00905,11.69,0.15,K25BL,176.34661,343.19414,37.10186,5.32142,0.1534553,0.29887783,2.2155093,0,MPO925803,11332.0,47,1918,-,2025,0.43,M-v,3Ek,MPCLINUX,0000,(905) Universitas,2025-06-21,Type 0,False
