designation,abs_mag,slope_param,epoch,mean_anomaly,arg_perihelion,long_asc_node,inclination,eccentricity,mean_motion,semi_major_axis,uncertainty,reference,num_observations,num_oppositions,first_obs,separator,last_obs,rms_residual,coarse_perturbers,precise_perturbers,computer,hex_flags,designation_full,last_obs_date,orbit_type,is_neo
00112,9.76,0.15,K25BL,332.50713,16.85589,323.34809,2.59704,0.1279161,0.25957411,2.4338575,0,E2025-V65,5671.0,58,1870,-,2025,0.71,M-v,3Ek,MPCORBFIT,0000,(112) Iphigenia,2025-11-09,Type 0,False
00113,8.54,0.15,K25BL,60.21116,80.25048,123.32185,5.04245,0.0861659,0.26903141,2.3764794,0,E2025-UJ7,4816.0,86,1871,-,2025,0.73,M-v,3Ek,MPCORBFIT,0000,(113) Amalthea,2025-09-22,Type 0,False
00114,8.46,0.15,K25BL,241.83846,352.5316,164.05351,4.94592,0.1389815,0.22526849,2.6750737,0,E2025-V50,8883.0,68,1902,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(114) Kassandra,2025-11-08,Type 0,False
00115,7.75,0.15,K25BL,301.27858,97.00177,308.75022,11.58738,0.1923562,0.26843167,2.3800179,0,E2025-V34,6061.0,73,1872,-,2025,0.55,M-v,3Ek,MPCORBFIT,0000,(115) Thyra,2025-10-24,Type 0,False
00116,7.78,0.15,K25BL,16.48866,93.9598,63.67471,3.56136,0.1380527,0.21397437,2.768396,0,MPO950948,4192.0,73,1872,-,2025,0.77,M-v,3Ek,MPCLINUX,0000,(116) Sirona,2025-05-19,Type 0,False
00117,8.15,0.15,K25BL,244.39811,53.24207,348.61679,14.92192,0.0229211,0.19045256,2.9918846,0,MPO950948,6406.0,67,1876,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(117) Lomia,2025-10-06,Type 0,False
00118,8.92,0.15,K25BL,212.20808,33.09673,47.63437,7.74653,0.1633907,0.25893064,2.437888,0,MPO950948,6010.0,67,1872,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(118) Peitho,2025-10-06,Type 0,False
00119,8.34,0.15,K25BL,202.39836,170.31414,203.61463,5.78683,0.081874,0.23772127,2.5808178,0,MPO937416,4686.0,71,1872,-,2025,0.76,M-v,3Ek,MPCLINUX,0000,(119) Althaea,2025-07-22,Type 0,False
00120,7.78,0.15,K25BL,294.79091,242.5213,340.54849,6.94108,0.0490001,0.17882051,3.1202628,0,E2025-V34,5820.0,70,1872,-,2025,0.65,M-v,3Ek,MPCLINUX,0000,(120) Lachesis,2025-11-02,Type 0,False
00121,7.4,0.15,K25BL,227.97435,297.01608,72.87519,7.5663,0.1246355,0.15333992,3.4569988,0,MPO950948,7788.0,79,1872,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(121) Hermione,2025-08-27,Type 0,False
00122,7.67,0.15,K25BL,23.24094,320.11297,177.94782,1.64336,0.0228338,0.17010436,3.2259608,0,MPO950948,4828.0,79,1872,-,2025,0.75,M-v,3Ek,MPCLINUX,0000,(122) Gerda,2025-05-24,Type 0,False
00123,8.97,0.15,K25BL,135.65222,124.79279,307.60197,6.4131,0.1200949,0.22279472,2.6948388,0,MPO937416,7787.0,60,1872,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(123) Brunhild,2025-08-13,Type 0,False
00124,8.05,0.15,K25BL,49.17832,61.59312,187.90218,2.96348,0.0784099,0.23110434,2.629848,0,E2025-V65,4761.0,78,1872,-,2025,0.75,M-v,3Ek,MPCORBFIT,0000,(124) Alkeste,2025-11-09,Type 0,False
00125,8.93,0.15,K25BL,325.08012,109.55645,168.93396,4.66481,0.0814051,0.21701171,2.742504,0,MPO950948,6613.0,73,1872,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(125) Liberatrix,2025-08-27,Type 0,False
00126,9.25,0.15,K25BL,101.62036,328.72059,23.19159,2.92182,0.1055589,0.2585205,2.4404658,0,E2025-V65,9008.0,65,1872,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(126) Velleda,2025-11-09,Type 0,False
00127,8.55,0.15,K25BL,82.28507,92.67558,31.0974,8.23803,0.0633287,0.21543601,2.7558602,0,MPO937416,6114.0,58,1893,-,2025,0.65,M-v,3Ek,MPCLINUX,0000,(127) Johanna,2025-07-18,Type 0,False
00128,7.67,0.15,K25BL,231.88964,302.81292,76.16031,6.24684,0.1270064,0.21612818,2.7499731,0,MPO950949,5161.0,81,1872,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(128) Nemesis,2025-09-09,Type 0,False
00129,7.01,0.15,K25BL,67.63476,110.53072,135.65431,12.26995,0.213072,0.20288814,2.8683465,0,E2025-V38,3827.0,77,1876,-,2025,0.8,M-v,3Ek,MPCORBFIT,0000,(129) Antigone,2025-11-05,Type 0,False
00130,7.46,0.15,K25BL,13.43432,237.93444,144.97197,22.78346,0.2094513,0.17850231,3.1239698,0,MPO950949,15807.0,66,1893,-,2025,0.4,M-v,3Ek,MPCLINUX,0000,(130) Elektra,2025-09-12,Type 0,False
00131,9.99,0.15,K25BL,92.16534,161.38815,65.55593,4.96315,0.0694273,0.25994837,2.4315208,0,E2025-V38,6650.0,61,1873,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(131) Vala,2025-11-05,Type 0,False
00132,8.96,0.15,K25BL,113.06116,255.61885,258.05085,24.98355,0.3870077,0.23346623,2.6120811,0,E2025-V65,4861.0,48,1873,-,2025,0.68,M-v,3Ek,MPCORBFIT,0005,(132) Aethra,2025-11-09,q < 1.665 AU,False
00133,8.04,0.15,K25BL,219.0198,291.64999,318.66882,7.22452,0.1302969,0.18285504,3.0741951,0,E2025-V46,5819.0,66,1873,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(133) Cyrene,2025-11-06,Type 0,False
00134,8.97,0.15,K25BL,325.20987,85.80152,345.83617,11.61241,0.1151201,0.24021643,2.5629153,0,E2025-V65,6279.0,72,1877,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(134) Sophrosyne,2025-11-09,Type 0,False
00135,8.32,0.15,K25BL,243.17604,340.31246,343.43461,2.30329,0.2083719,0.26069126,2.4268992,0,MPO950949,7853.0,73,1885,-,2025,0.58,M-v,3Ek,MPCLINUX,0000,(135) Hertha,2025-06-14,Type 0,False
00136,9.76,0.15,K25BL,180.4894,133.32633,186.32068,9.57898,0.0850546,0.2849741,2.286998,0,E2025-V23,6827.0,62,1877,-,2025,0.61,M-v,3Ek,MPCLINUX,0000,(136) Austria,2025-11-02,Type 0,False
00137,8.35,0.15,K25BL,106.79108,107.9763,202.13859,13.42268,0.2107356,0.17830387,3.1262871,0,E2025-V65,9729.0,62,1880,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(137) Meliboea,2025-11-04,Type 0,False
00138,9.02,0.15,K25BL,142.29791,261.11299,54.68757,3.19885,0.1618855,0.25683299,2.4511441,0,E2025-V46,10353.0,64,1897,-,2025,0.48,M-v,3Ek,MPCLINUX,0000,(138) Tolosa,2025-11-06,Type 0,False
00139,8.05,0.15,K25BL,59.93276,167.31766,1.66763,10.87123,0.1702488,0.21199245,2.7856237,0,E2025-UJ7,8585.0,70,1881,-,2025,0.5,M-v,3Ek,MPCORBFIT,0000,(139) Juewa,2025-09-01,Type 0,False
00140,8.45,0.15,K25BL,221.31313,197.17346,107.07621,3.19129,0.2179542,0.21843576,2.7305716,0,E2025-V34,6233.0,63,1877,-,2025,0.71,M-v,3Ek,MPCORBFIT,0000,(140) Siwa,2025-11-03,Type 0,False
00141,8.38,0.15,K25BL,342.60333,57.89942,318.43848,11.89574,0.2129857,0.22636941,2.6663934,0,E2025-V65,3994.0,58,1877,-,2025,0.73,M-v,3Ek,MPCORBFIT,0000,(141) Lumen,2025-11-08,Type 0,False
00142,10.54,0.15,K25BL,311.14012,292.6368,291.05898,2.24257,0.1327634,0.26194572,2.4191447,0,MPO914114,11389.0,57,1880,-,2025,0.48,M-v,3Ek,MPCLINUX,0000,(142) Polana,2025-04-25,Type 0,False
00143,9.33,0.15,K25BL,237.29176,251.82691,332.87941,11.44453,0.071514,0.2144884,2.7639712,0,E2025-V46,10396.0,53,1880,-,2025,0.5,M-v,3Ek,MPCORBFIT,0000,(143) Adria,2025-11-06,Type 0,False
00144,8.07,0.15,K25BL,194.55124,294.43313,76.16312,4.81605,0.2356002,0.22802745,2.6534523,0,MPO950949,4483.0,71,1875,-,2025,0.73,M-v,3Ek,MPCLINUX,0000,(144) Vibilia,2025-07-18,Type 0,False
00145,8.41,0.15,K25BL,279.28187,45.2882,77.31986,12.62175,0.147485,0.22581518,2.6707544,0,E2025-V50,10946.0,63,1875,-,2025,0.45,M-v,3Ek,MPCORBFIT,0000,(145) Adeona,2025-11-08,Type 0,False
00146,8.5,0.15,K25BL,227.68906,145.13801,83.92991,13.09647,0.064552,0.21962611,2.7206964,0,E2025-V46,10887.0,71,1885,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(146) Lucina,2025-11-06,Type 0,False
00147,8.73,0.15,K25BL,333.19105,103.54936,248.20353,1.93286,0.0220221,0.17737287,3.1372173,0,E2025-V38,6122.0,71,1875,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(147) Protogeneia,2025-11-05,Type 0,False
00148,7.58,0.15,K25BL,157.41047,252.41056,144.95347,25.28968,0.1879085,0.21377913,2.7700813,0,MPO937416,4765.0,78,1879,-,2025,0.74,M-v,3Ek,MPCLINUX,0000,(148) Gallia,2025-07-18,Type 0,False
00149,10.52,0.15,K25BL,245.51166,250.63826,159.60813,0.94017,0.0649122,0.30729219,2.1748787,0,MPO950949,5287.0,58,1891,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(149) Medusa,2025-10-06,Type 0,False
00150,8.58,0.15,K25BL,65.1472,154.47734,206.08968,2.20152,0.1239174,0.19113685,2.9847395,0,E2025-V38,10404.0,70,1880,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(150) Nuwa,2025-11-04,Type 0,False
00151,9.33,0.15,K25BL,223.69924,132.21828,38.72582,6.43173,0.0361087,0.23632657,2.5909618,0,E2025-V50,9041.0,53,1885,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(151) Abundantia,2025-11-08,Type 0,False
00152,8.37,0.15,K25BL,295.66967,59.21019,39.86293,12.12491,0.0826878,0.17745898,3.1362023,0,E2025-V50,10630.0,60,1880,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(152) Atala,2025-11-08,Type 0,False
00153,7.73,0.15,K25BL,113.70168,39.15538,228.08022,7.83078,0.1385263,0.12465046,3.9689302,0,E2025-V65,11290.0,75,1880,-,2025,0.5,M-v,3Ek,MPCORBFIT,0008,(153) Hilda,2025-11-08,Hilda,False
00154,7.65,0.15,K25BL,342.6284,167.95948,36.47724,21.02228,0.0770252,0.17272943,3.1931929,0,MPO925793,5167.0,68,1880,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(154) Bertha,2025-06-21,Type 0,False
00155,11.15,0.15,K25BL,243.9418,46.85231,40.52977,11.35899,0.2728066,0.21482733,2.7610633,0,E2025-V65,4240.0,36,1875,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(155) Scylla,2025-11-09,Type 0,False
00156,8.81,0.15,K25BL,285.63729,338.82624,241.72686,9.76368,0.2217992,0.21799543,2.7342473,0,E2025-V65,11001.0,64,1901,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(156) Xanthippe,2025-11-08,Type 0,False
00157,11.19,0.15,K25BL,40.71971,46.05216,62.02484,12.16037,0.1979206,0.23788737,2.5796164,0,E2025-V15,4471.0,45,1904,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(157) Dejanira,2025-11-01,Type 0,False
00158,9.34,0.15,K25BL,339.83004,147.59042,277.64278,1.00576,0.0533541,0.2029637,2.8676345,0,E2025-V65,9298.0,60,1893,-,2025,0.57,M-v,3Ek,MPCORBFIT,0000,(158) Koronis,2025-11-09,Type 0,False
00159,8.28,0.15,K25BL,105.89646,333.70333,133.85613,6.11434,0.0993669,0.17987955,3.1080036,0,MPO950949,5271.0,68,1904,-,2025,0.72,M-v,3Ek,MPCORBFIT,0000,(159) Aemilia,2025-08-27,Type 0,False
00160,9.06,0.15,K25BL,171.18573,50.12889,8.54225,3.8188,0.0656094,0.21878495,2.7276654,0,MPO937417,5166.0,68,1876,-,2025,0.72,M-v,3Ek,MPCORBFIT,0000,(160) Una,2025-08-12,Type 0,False
00161,9.31,0.15,K25BL,181.3245,295.41664,18.4367,9.05134,0.1376711,0.268439,2.3799745,0,E2025-V34,9230.0,56,1876,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(161) Athor,2025-11-03,Type 0,False
00162,9.1,0.15,K25BL,220.38012,115.64121,35.4218,6.092,0.1829986,0.18833562,3.0142626,0,E2025-V50,9470.0,64,1876,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(162) Laurentia,2025-11-08,Type 0,False
00163,9.77,0.15,K25BL,120.27033,298.43496,160.00823,4.81506,0.1919726,0.27071193,2.3666341,0,MPO950949,6565.0,59,1892,-,2025,0.65,M-v,3Ek,MPCORBFIT,0000,(163) Erigone,2025-08-27,Type 0,False
00164,8.77,0.15,K25BL,284.4445,284.01979,76.78065,24.47471,0.3463142,0.23073018,2.6326903,0,MPO950949,6026.0,48,1893,-,2025,0.6,M-v,3Ek,MPCLINUX,0000,(164) Eva,2025-09-09,Type 0,False
00165,7.81,0.15,K25BL,15.25042,344.47441,302.42697,11.23383,0.0835185,0.1782605,3.1267942,0,E2025-V65,5657.0,73,1876,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(165) Loreley,2025-11-09,Type 0,False
00166,9.88,0.15,K25BL,276.81227,264.16154,128.87061,12.02288,0.2102725,0.22375884,2.6870923,0,E2025-V23,5464.0,47,1876,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(166) Rhodope,2025-11-02,Type 0,False
00167,9.38,0.15,K25BL,18.72349,127.17532,166.0906,2.21745,0.0370463,0.20445418,2.8536808,0,E2025-V65,9741.0,58,1884,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(167) Urda,2025-11-09,Type 0,False
00168,8.27,0.15,K25BL,349.27253,176.70057,205.905,4.67136,0.0744218,0.1591822,3.3718872,0,E2025-V50,12362.0,81,1876,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(168) Sibylla,2025-11-08,Type 0,False
00169,9.55,0.15,K25BL,94.93592,334.99539,354.70409,5.49973,0.1301186,0.27205912,2.3588149,0,E2025-V38,5889.0,56,1876,-,2025,0.64,M-v,3Ek,MPCORBFIT,0000,(169) Zelia,2025-11-04,Type 0,False
00170,9.32,0.15,K25BL,189.6633,158.81361,301.1804,14.36223,0.0613759,0.24139555,2.5545626,0,MPO950949,7276.0,55,1877,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(170) Maria,2025-10-06,Type 0,False
00171,8.63,0.15,K25BL,257.89625,55.30683,100.4699,2.54701,0.1327832,0.17815969,3.1279736,0,E2025-V65,11615.0,73,1877,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(171) Ophelia,2025-11-08,Type 0,False
00172,8.71,0.15,K25BL,8.29405,359.19864,331.88917,10.016,0.1141328,0.26848221,2.3797192,0,E2025-V46,3786.0,68,1882,-,2025,0.75,M-v,3Ek,MPCORBFIT,0000,(172) Baucis,2025-11-06,Type 0,False
00173,7.92,0.15,K25BL,195.3804,228.56304,148.12337,14.19489,0.2095126,0.21711211,2.7416584,0,MPO950949,4960.0,78,1879,-,2025,0.69,M-v,3Ek,MPCLINUX,0000,(173) Ino,2025-07-22,Type 0,False
00174,8.4,0.15,K25BL,301.20526,291.02119,327.26495,12.10492,0.1453987,0.20396802,2.8582135,0,E2025-UJ7,8636.0,62,1877,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(174) Phaedra,2025-06-14,Type 0,False
00175,8.62,0.15,K25BL,266.26574,319.66684,21.28506,3.21762,0.2315016,0.17325258,3.1867616,0,MPO937417,7393.0,76,1877,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(175) Andromache,2025-08-13,Type 0,False
00176,8.43,0.15,K25BL,34.81371,189.02649,200.45174,22.67613,0.1722468,0.17378579,3.1802398,0,E2025-V65,10374.0,64,1877,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(176) Iduna,2025-11-08,Type 0,False
00177,9.63,0.15,K25BL,47.18605,39.77004,346.90166,1.38149,0.2346899,0.21354995,2.7720628,0,E2025-V46,5068.0,58,1877,-,2025,0.73,M-v,3Ek,MPCLINUX,0000,(177) Irma,2025-11-06,Type 0,False
00178,9.5,0.15,K25BL,266.03606,214.45697,51.0452,1.89071,0.0424134,0.25542296,2.4601566,0,MPO950949,10242.0,65,1885,-,2025,0.52,M-v,3Ek,MPCLINUX,0000,(178) Belisana,2025-05-14,Type 0,False
00179,8.27,0.15,K25BL,11.69658,104.4949,251.82174,7.81742,0.1092656,0.19229584,2.9727345,0,E2025-V50,9388.0,68,1880,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(179) Klytaemnestra,2025-11-08,Type 0,False
00180,10.31,0.15,K25BL,328.6064,175.74967,311.80622,0.868,0.1686384,0.21949392,2.7217886,0,E2025-V46,11086.0,58,1890,-,2025,0.46,M-v,3Ek,MPCORBFIT,0000,(180) Garumna,2025-11-06,Type 0,False
00181,8.07,0.15,K25BL,278.6074,318.96956,142.98409,18.90101,0.208401,0.1785402,3.1235278,0,E2025-V57,10900.0,64,1880,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(181) Eucharis,2025-11-08,Type 0,False
00182,9.09,0.15,K25BL,192.39694,310.57892,107.16297,2.0056,0.1865242,0.26244396,2.4160819,0,MPO950949,4534.0,64,1904,-,2025,0.73,M-v,3Ek,MPCLINUX,0000,(182) Elsa,2025-09-09,Type 0,False
00183,9.47,0.15,K25BL,292.63889,264.12275,141.82795,26.39396,0.3481807,0.2109108,2.7951396,0,E2025-V65,5463.0,46,1889,-,2025,0.57,M-v,3Ek,MPCORBFIT,0000,(183) Istria,2025-11-09,Type 0,False
00184,8.38,0.15,K25BL,339.61741,218.34181,330.14621,1.12991,0.0589235,0.17293575,3.1906526,0,MPO925793,5317.0,70,1892,-,2025,0.74,M-v,3Ek,MPCLINUX,0000,(184) Dejopeja,2025-05-24,Type 0,False
00185,7.63,0.15,K25BL,346.94073,224.02155,153.73581,23.25271,0.1268688,0.21749196,2.7384654,0,E2025-V57,5017.0,77,1880,-,2025,0.72,M-v,3Ek,MPCORBFIT,0000,(185) Eunike,2025-11-08,Type 0,False
00186,9.09,0.15,K25BL,118.23152,315.86443,14.67032,13.1811,0.1494509,0.27131139,2.3631468,0,E2025-V46,7197.0,48,1883,-,2025,0.53,M-v,3Ek,MPCLINUX,0007,(186) Celuta,2025-11-06,Phocaea,False
00187,8.38,0.15,K25BL,241.62608,196.6108,21.63,10.56956,0.2388644,0.21837722,2.7310595,0,E2025-V38,8705.0,61,1880,-,2025,0.54,M-v,3Ek,MPCORBFIT,0000,(187) Lamberta,2025-11-04,Type 0,False
00188,9.29,0.15,K25BL,357.52759,69.66292,240.81495,11.70224,0.1786435,0.21469183,2.7622249,0,E2025-V65,4793.0,52,1897,-,2025,0.69,M-v,3Ek,MPCORBFIT,0000,(188) Menippe,2025-11-09,Type 0,False
00189,9.38,0.15,K25BL,129.27475,169.29422,203.27286,5.17306,0.0372474,0.25693864,2.4504721,0,E2025-V23,9755.0,62,1880,-,2025,0.52,M-v,3Ek,MPCLINUX,0000,(189) Phthia,2025-11-02,Type 0,False
00190,7.88,0.15,K25BL,195.54578,271.44851,175.39646,6.17447,0.1682674,0.12343519,3.9949381,0,E2025-V46,11522.0,74,1893,-,2025,0.49,M-v,3Ek,MPCLINUX,0008,(190) Ismene,2025-10-19,Hilda,False
00191,9.09,0.15,K25BL,286.812,226.64489,159.16596,11.52127,0.0870225,0.19993608,2.8965116,0,E2025-V65,9942.0,58,1885,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(191) Kolga,2025-11-09,Type 0,False
00192,7.2,0.15,K25BL,273.36958,30.58261,343.07452,6.79542,0.2452586,0.26452818,2.4033743,0,MPO950950,4739.0,73,1879,-,2025,0.69,M-v,3Ek,MPCLINUX,0000,(192) Nausikaa,2025-09-22,Type 0,False
00193,9.79,0.15,K25BL,49.60888,82.52562,349.46614,11.99658,0.2984223,0.23529062,2.5985614,0,E2025-V57,8209.0,48,1915,-,2025,0.49,M-v,3Ek,MPCORBFIT,0000,(193) Ambrosia,2025-11-08,Type 0,False
00194,7.84,0.15,K25BL,114.13733,163.47251,159.19113,18.51167,0.2371862,0.2326461,2.6182164,0,E2025-V65,5687.0,69,1879,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(194) Prokne,2025-11-07,Type 0,False
00195,9.23,0.15,K25BL,80.69516,118.37004,6.87214,6.95535,0.0387889,0.20188185,2.8778701,0,MPO937417,10017.0,63,1884,-,2025,0.52,M-v,3Ek,MPCLINUX,0000,(195) Eurykleia,2025-07-16,Type 0,False
00196,6.72,0.15,K25BL,156.46845,205.59565,72.30095,7.26109,0.0136356,0.17928698,3.1148482,0,E2025-V34,10100.0,87,1879,-,2025,0.47,M-v,3Ek,MPCORBFIT,0000,(196) Philomela,2025-10-22,Type 0,False
00197,9.55,0.15,K25BL,40.09954,245.98691,81.56125,8.78941,0.1624632,0.21740864,2.739165,0,E2025-V57,9428.0,72,1879,-,2025,0.53,M-v,3Ek,MPCORBFIT,0000,(197) Arete,2025-11-09,Type 0,False
00198,8.49,0.15,K25BL,279.82793,89.03835,268.20185,9.32321,0.2272165,0.25559244,2.459069,0,MPO950950,6267.0,61,1898,-,2025,0.61,M-v,3Ek,MPCLINUX,0000,(198) Ampella,2025-09-10,Type 0,False
00199,8.44,0.15,K25BL,322.68638,179.43811,88.41749,15.47938,0.1833995,0.17530497,3.16184,0,MPO937417,4941.0,51,1879,-,2025,0.66,M-v,3Ek,Veres,0000,(199) Byblis,2025-07-18,Type 0,False
00200,8.45,0.15,K25BL,28.22714,87.21611,324.2225,6.90031,0.1335988,0.21754443,2.7380249,0,E2025-V46,7252.0,64,1879,-,2025,0.57,M-v,3Ek,MPCORBFIT,0000,(200) Dynamene,2025-11-06,Type 0,False
00201,8.57,0.15,K25BL,123.01011,181.53025,156.78722,5.76073,0.1801124,0.22453896,2.6808648,0,E2025-V65,11770.0,67,1879,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(201) Penelope,2025-11-09,Type 0,False
00202,7.68,0.15,K25BL,275.98248,359.61282,136.70556,8.8532,0.1051399,0.18344587,3.0675907,0,E2025-V65,15504.0,76,1879,-,2025,0.39,M-v,3Ek,MPCORBFIT,0000,(202) Chryseis,2025-11-10,Type 0,False
00203,8.93,0.15,K25BL,64.76547,59.96163,347.59565,3.17208,0.061097,0.21748484,2.7385251,0,E2025-V34,7971.0,76,1879,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(203) Pompeja,2025-11-02,Type 0,False
00204,8.98,0.15,K25BL,276.4004,56.95546,204.89762,8.27072,0.1760366,0.22593459,2.6698134,0,MPO914115,8302.0,61,1879,-,2025,0.57,M-v,3Ek,MPCLINUX,0000,(204) Kallisto,2025-05-15,Type 0,False
00205,9.43,0.15,K25BL,208.24829,171.46232,211.72065,10.70634,0.0358943,0.21298016,2.7770047,0,E2025-UJ7,5612.0,58,1879,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(205) Martha,2025-08-12,Type 0,False
00206,8.93,0.15,K25BL,5.185,302.09904,144.99559,3.78069,0.0408295,0.21707166,2.741999,0,E2025-V46,10521.0,71,1879,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(206) Hersilia,2025-11-06,Type 0,False
00207,10.26,0.15,K25BL,285.71256,193.08055,29.08293,3.79952,0.0284847,0.28552282,2.284067,0,E2025-V65,12339.0,56,1885,-,2025,0.48,M-v,3Ek,MPCORBFIT,0000,(207) Hedda,2025-11-09,Type 0,False
00208,9.26,0.15,K25BL,147.46069,131.56492,4.14025,1.74394,0.0112745,0.20026081,2.8933796,0,MPO950950,8196.0,71,1901,-,2025,0.6,M-v,3Ek,MPCORBFIT,0000,(208) Lacrimosa,2025-10-06,Type 0,False
00209,8.3,0.15,K25BL,190.22599,250.10522,0.57144,7.16505,0.0532845,0.17628343,3.1501294,0,E2025-V38,9404.0,72,1879,-,2025,0.52,M-v,3Ek,MPCORBFIT,0000,(209) Dido,2025-11-04,Type 0,False
00210,9.38,0.15,K25BL,180.89884,13.87058,32.55091,5.2588,0.1232838,0.21949211,2.7218035,0,E2025-UJ7,6140.0,60,1885,-,2025,0.63,M-v,3Ek,MPCORBFIT,0000,(210) Isabella,2025-08-13,Type 0,False
00211,7.96,0.15,K25BL,170.99079,173.69647,263.1647,3.87369,0.1545711,0.18522001,3.0479707,0,MPO950950,4683.0,73,1880,-,2025,0.73,M-v,3Ek,MPCLINUX,0000,(211) Isolda,2025-09-22,Type 0,False
00212,8.48,0.15,K25BL,272.14279,105.80082,312.88041,4.27794,0.1028754,0.17907548,3.1173002,0,E2025-V38,7817.0,74,1880,-,2025,0.59,M-v,3Ek,MPCORBFIT,0000,(212) Medea,2025-11-05,Type 0,False
00213,9.1,0.15,K25BL,211.03775,164.04921,121.83738,6.81957,0.1456405,0.21558371,2.7546013,0,E2025-V50,10769.0,65,1880,-,2025,0.51,M-v,3Ek,MPCORBFIT,0000,(213) Lilaea,2025-11-07,Type 0,False
00214,9.31,0.15,K25BL,235.79051,136.91111,341.90278,3.43707,0.031089,0.23362658,2.6108858,0,E2025-V65,6159.0,67,1880,-,2025,0.68,M-v,3Ek,MPCORBFIT,0000,(214) Aschera,2025-11-08,Type 0,False
00215,9.58,0.15,K25BL,95.04033,320.08215,24.86542,1.6805,0.0338095,0.21403893,2.7678393,0,E2025-V46,8957.0,63,1880,-,2025,0.56,M-v,3Ek,MPCORBFIT,0000,(215) Oenone,2025-11-06,Type 0,False
00216,7.04,0.15,K25BL,217.66806,179.77915,215.31599,13.11727,0.2503343,0.21093567,2.7949199,0,MPO950950,5091.0,83,1880,-,2025,0.66,M-v,3Ek,MPCLINUX,0000,(216) Kleopatra,2025-09-09,Type 0,False
00217,9.91,0.15,K25BL,319.86095,155.06871,162.56631,10.51882,0.309681,0.20289675,2.8682654,0,MPO950950,6631.0,53,1885,-,2025,0.62,M-v,3Ek,MPCORBFIT,0000,(217) Eudora,2025-08-27,Type 0,False
00218,8.68,0.15,K25BL,220.28385,62.32596,170.50832,15.19383,0.1153056,0.22604154,2.6689711,0,E2025-V65,8053.0,57,1880,-,2025,0.58,M-v,3Ek,MPCORBFIT,0000,(218) Bianca,2025-11-08,Type 0,False
00219,9.39,0.15,K25BL,85.6858,142.88788,200.7498,10.86189,0.222864,0.27268096,2.3552274,0,E2025-V65,12469.0,54,1880,-,2025,0.43,M-v,3Ek,MPCORBFIT,0000,(219) Thusnelda,2025-11-07,Type 0,False
00220,11.2,0.15,K25BL,340.70204,78.55518,257.82954,7.59564,0.2572217,0.27383292,2.3486174,0,MPO950950,5240.0,41,1931,-,2025,0.66,M-v,3Ek,MPCORBFIT,0000,(220) Stephania,2025-10-06,Type 0,False
00221,7.72,0.15,K25BL,348.95146,192.48158,141.71015,10.89026,0.1010595,0.18849922,3.0125182,0,E2025-V38,4639.0,74,1885,-,2025,0.73,M-v,3Ek,MPCORBFIT,0000,(221) Eos,2025-11-05,Type 0,False
00222,9.62,0.15,K25BL,224.86356,185.74874,80.07148,2.1408,0.130703,0.17626977,3.150292,0,E2025-V65,5807.0,65,1899,-,2025,0.67,M-v,3Ek,MPCORBFIT,0000,(222) Lucia,2025-11-09,Type 0,False
